station_id,sensor_name,lat,lon,codseqst,point,quota,gestore,provincia,TARIA2M_value,TARIA2M_dt,PRESS_value,PRESS_dt,VV_value,VV_dt,PREC_value,PREC_dt
MH_dpcn-marche_Tolentino,Tolentino,43.20922,13.29552,Tolentino,"{""type"": ""Point"", ""coordinates"": [13.29552, 43.20922]}",-1.0,MeteoHub_dpcn-marche,,,,,,,,0.0,2026-06-21 16:00:00+00:00
MH_dpcn-marche_Barbara,Barbara,43.58027,13.02907,Barbara,"{""type"": ""Point"", ""coordinates"": [13.02907, 43.58027]}",-1.0,MeteoHub_dpcn-marche,,,,,,,,0.0,2026-06-21 16:00:00+00:00
MH_dpcn-marche_Filottrano,Filottrano,43.4358,13.3511,Filottrano,"{""type"": ""Point"", ""coordinates"": [13.3511, 43.4358]}",254.0,MeteoHub_dpcn-marche,,,,,,,,0.0,2026-06-21 16:00:00+00:00
MH_dpcn-marche_Agugliano,Agugliano,43.5433,13.3806,Agugliano,"{""type"": ""Point"", ""coordinates"": [13.3806, 43.5433]}",141.0,MeteoHub_dpcn-marche,,,,,,,,0.0,2026-06-21 16:00:00+00:00
MH_dpcn-marche_Recanati,Recanati,43.3836,13.5933,Recanati,"{""type"": ""Point"", ""coordinates"": [13.5933, 43.3836]}",27.0,MeteoHub_dpcn-marche,,,,,,,,0.0,2026-06-21 16:00:00+00:00
MH_dpcn-marche_Rotella,Rotella,42.9542,13.5686,Rotella,"{""type"": ""Point"", ""coordinates"": [13.5686, 42.9542]}",387.0,MeteoHub_dpcn-marche,,,,,,,,0.0,2026-06-21 16:00:00+00:00
MH_dpcn-marche_Isola_San_Biagio,Isola San Biagio,42.9181,13.2989,Isola San Biagio,"{""type"": ""Point"", ""coordinates"": [13.2989, 42.9181]}",1300.0,MeteoHub_dpcn-marche,,22.6,2026-06-21 16:00:00+00:00,886.0,2026-06-21 16:00:00+00:00,1.3,2026-06-21 16:00:00+00:00,,
MH_dpcn-marche_Chienti_2,Chienti 2,43.2608,13.59,Chienti 2,"{""type"": ""Point"", ""coordinates"": [13.59, 43.2608]}",65.0,MeteoHub_dpcn-marche,,30.3,2026-06-21 16:00:00+00:00,,,,,0.0,2026-06-21 16:00:00+00:00
MH_dpcn-marche_Ete_Vivo,Ete Vivo,43.1358,13.7131,Ete Vivo,"{""type"": ""Point"", ""coordinates"": [13.7131, 43.1358]}",41.0,MeteoHub_dpcn-marche,,31.2,2026-06-21 16:00:00+00:00,,,,,,
MH_dpcn-marche_Tronto,Tronto,42.85223,13.65146,Tronto,"{""type"": ""Point"", ""coordinates"": [13.65146, 42.85223]}",77.0,MeteoHub_dpcn-marche,,29.3,2026-06-21 16:00:00+00:00,,,,,0.0,2026-06-21 16:00:00+00:00
MH_dpcn-marche_Pergola,Pergola,43.56863,12.84411,Pergola,"{""type"": ""Point"", ""coordinates"": [12.84411, 43.56863]}",251.0,MeteoHub_dpcn-marche,,30.6,2026-06-21 16:00:00+00:00,,,,,0.0,2026-06-21 16:00:00+00:00
MH_dpcn-marche_Loro_Piceno,Loro Piceno,43.16,13.4036,Loro Piceno,"{""type"": ""Point"", ""coordinates"": [13.4036, 43.16]}",399.0,MeteoHub_dpcn-marche,,31.1,2026-06-21 16:00:00+00:00,,,,,0.0,2026-06-21 16:00:00+00:00
MH_dpcn-marche_San_Giovanni,San Giovanni,43.3886,13.0417,San Giovanni,"{""type"": ""Point"", ""coordinates"": [13.0417, 43.3886]}",687.0,MeteoHub_dpcn-marche,,27.0,2026-06-21 16:00:00+00:00,,,,,0.0,2026-06-21 16:00:00+00:00
MH_dpcn-marche_Villa_Fastiggi,Villa Fastiggi,43.8906,12.8694,Villa Fastiggi,"{""type"": ""Point"", ""coordinates"": [12.8694, 43.8906]}",25.0,MeteoHub_dpcn-marche,,32.8,2026-06-21 16:00:00+00:00,1018.0,2026-06-21 16:00:00+00:00,0.7,2026-06-21 16:00:00+00:00,0.0,2026-06-21 16:00:00+00:00
MH_dpcn-marche_Colle,Colle,43.5347,13.0564,Colle,"{""type"": ""Point"", ""coordinates"": [13.0564, 43.5347]}",328.0,MeteoHub_dpcn-marche,,29.4,2026-06-21 16:00:00+00:00,984.0,2026-06-21 16:00:00+00:00,1.0,2026-06-21 16:00:00+00:00,0.0,2026-06-21 16:00:00+00:00
MH_dpcn-marche_Monte_Prata,Monte Prata,42.8736,13.205,Monte Prata,"{""type"": ""Point"", ""coordinates"": [13.205, 42.8736]}",1791.0,MeteoHub_dpcn-marche,,19.8,2026-06-21 16:00:00+00:00,838.0,2026-06-21 16:00:00+00:00,1.7,2026-06-21 16:00:00+00:00,0.0,2026-06-21 16:00:00+00:00
MH_dpcn-marche_Porto_S.Elpidio,Porto S.Elpidio,43.23261,13.77223,Porto S.Elpidio,"{""type"": ""Point"", ""coordinates"": [13.77223, 43.23261]}",5.0,MeteoHub_dpcn-marche,,27.1,2026-06-21 16:00:00+00:00,1022.0,2026-06-21 16:00:00+00:00,1.0,2026-06-21 16:00:00+00:00,0.0,2026-06-21 16:00:00+00:00
MH_dpcn-marche_Musone,Musone,43.4756,13.38844,Musone,"{""type"": ""Point"", ""coordinates"": [13.38844, 43.4756]}",124.0,MeteoHub_dpcn-marche,,33.3,2026-06-21 16:00:00+00:00,,,,,0.0,2026-06-21 15:45:00+00:00
MH_dpcn-marche_Foglia_1,Foglia 1,43.79423,12.6188,Foglia 1,"{""type"": ""Point"", ""coordinates"": [12.6188, 43.79423]}",127.0,MeteoHub_dpcn-marche,,,,,,,,0.0,2026-06-21 16:00:00+00:00
MH_dpcn-marche_Foce_Cesano,Foce Cesano,43.74958,13.17091,Foce Cesano,"{""type"": ""Point"", ""coordinates"": [13.17091, 43.74958]}",8.0,MeteoHub_dpcn-marche,,,,,,,,0.0,2026-06-21 16:00:00+00:00
MH_dpcn-marche_Monte_Bove_Sud,Monte Bove Sud,42.9119,13.1892,Monte Bove Sud,"{""type"": ""Point"", ""coordinates"": [13.1892, 42.9119]}",1789.0,MeteoHub_dpcn-marche,,19.5,2026-06-21 16:00:00+00:00,821.0,2026-06-21 16:00:00+00:00,5.5,2026-06-21 16:00:00+00:00,0.0,2026-06-21 16:00:00+00:00
MH_dpcn-marche_Tavoleto,Tavoleto,43.84342,12.5911,Tavoleto,"{""type"": ""Point"", ""coordinates"": [12.5911, 43.84342]}",-1.0,MeteoHub_dpcn-marche,,,,,,,,0.0,2026-06-21 16:00:00+00:00
MH_dpcn-marche_Pizzo_Tre_Vescovi,Pizzo Tre Vescovi,42.9539,13.205,Pizzo Tre Vescovi,"{""type"": ""Point"", ""coordinates"": [13.205, 42.9539]}",1696.0,MeteoHub_dpcn-marche,,20.7,2026-06-21 16:00:00+00:00,836.0,2026-06-21 16:00:00+00:00,1.0,2026-06-21 16:00:00+00:00,,
MH_dpcn-marche_Piscina_Acquasanta_Terme,Piscina Acquasanta Terme,42.76832,13.40897,Piscina Acquasanta Terme,"{""type"": ""Point"", ""coordinates"": [13.40897, 42.76832]}",-1.0,MeteoHub_dpcn-marche,,29.5,2026-06-21 16:00:00+00:00,,,,,0.0,2026-06-21 16:00:00+00:00
MH_dpcn-marche_Carassai,Carassai,43.02597,13.64595,Carassai,"{""type"": ""Point"", ""coordinates"": [13.64595, 43.02597]}",-1.0,MeteoHub_dpcn-marche,,31.1,2026-06-21 15:30:00+00:00,,,,,0.0,2026-06-21 15:45:00+00:00
MH_dpcn-marche_Monte_Carpegna,Monte Carpegna,43.80088,12.32015,Monte Carpegna,"{""type"": ""Point"", ""coordinates"": [12.32015, 43.80088]}",10.0,MeteoHub_dpcn-marche,,21.0,2026-06-21 15:30:00+00:00,,,,,0.0,2026-06-21 15:45:00+00:00
